ProbeName	Transcript_ID	Species	Amadid	Description
DETOX_366_PI422610884	AGAP000877-RA	Anopheles gambiae	27057	CYP4G17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B20; alternative detox probe for AG_DETOX_P122
DETOX_367_PI422610884	AGAP001861-RA	Anopheles gambiae	27057	CYP4H14 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C15
DETOX_368_PI422610884	AGAP001861-RA	Anopheles gambiae	27057	CYP4H14 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C15
DETOX_369_PI422610884	AGAP001861-RA	Anopheles gambiae	27057	CYP4H14 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C15; alternative detox probe for AG_DETOX_P123
DETOX_37_PI422610884	AGAP000651-RA	Anopheles gambiae	27057	"Actin5C - Actin-5C (Actin-1D, cytoplasmic); target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B9"
DETOX_370_PI422610884	AGAP001864-RA	Anopheles gambiae	27057	CYP4H15 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C23
DETOX_371_PI422610884	AGAP001864-RA	Anopheles gambiae	27057	CYP4H15 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C23
DETOX_372_PI422610884	AGAP001864-RA	Anopheles gambiae	27057	CYP4H15 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C23; alternative detox probe for AG_DETOX_P124
DETOX_373_PI422610884	AGAP008356-RA	Anopheles gambiae	27057	CYP4H16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F6
DETOX_374_PI422610884	AGAP008356-RA	Anopheles gambiae	27057	CYP4H16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F6
DETOX_375_PI422610884	AGAP008356-RA	Anopheles gambiae	27057	CYP4H16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F6; alternative detox probe for AG_DETOX_P125
DETOX_376_PI422610884	AGAP008358-RA	Anopheles gambiae	27057	CYP4H17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F14
DETOX_377_PI422610884	AGAP008358-RA	Anopheles gambiae	27057	CYP4H17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F14
DETOX_378_PI422610884	AGAP008358-RA	Anopheles gambiae	27057	CYP4H17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F14; alternative detox probe for AG_DETOX_P126
DETOX_379_PI422610884	AGAP028019-RA	Anopheles gambiae	27057	CYP4H18 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F10
DETOX_38_PI422610884	AGAP000651-RA	Anopheles gambiae	27057	"Actin5C - Actin-5C (Actin-1D, cytoplasmic); target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B9"
DETOX_380_PI422610884	AGAP028019-RA	Anopheles gambiae	27057	CYP4H18 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F10
DETOX_381_PI422610884	AGAP028019-RA	Anopheles gambiae	27057	CYP4H18 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F10; alternative detox probe for AG_DETOX_P127
DETOX_382_PI422610884	AGAP000088-RA	Anopheles gambiae	27057	CYP4H19 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C18
DETOX_383_PI422610884	AGAP000088-RA	Anopheles gambiae	27057	CYP4H19 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C18
DETOX_384_PI422610884	AGAP000088-RA	Anopheles gambiae	27057	CYP4H19 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C18; alternative detox probe for AG_DETOX_P128
DETOX_385_PI422610884	AGAP000088-RA	Anopheles gambiae	27057	CYP4H24 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C22
DETOX_386_PI422610884	AGAP000088-RA	Anopheles gambiae	27057	CYP4H24 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C22
DETOX_387_PI422610884	AGAP000088-RA	Anopheles gambiae	27057	CYP4H24 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C22; alternative detox probe for AG_DETOX_P129
DETOX_388_PI422610884	AGAP001864-RA	Anopheles gambiae	27057	CYP4H25 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C19
DETOX_389_PI422610884	AGAP001864-RA	Anopheles gambiae	27057	CYP4H25 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C19
DETOX_39_PI422610884	AGAP000651-RA	Anopheles gambiae	27057	"Actin5C - Actin-5C (Actin-1D, cytoplasmic); target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B9; alternative detox probe for AG_DETOX_P013"
DETOX_390_PI422610884	AGAP001864-RA	Anopheles gambiae	27057	CYP4H25 - Cytochrome P450 monooxygenase; suspected Ensembl annotation error; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C19; alternative detox probe for AG_DETOX_P130
DETOX_391_PI422610884	AGAP013224-RA	Anopheles gambiae	27057	CYP4H26 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E5
DETOX_392_PI422610884	AGAP013224-RA	Anopheles gambiae	27057	CYP4H26 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E5
DETOX_393_PI422610884	AGAP013224-RA	Anopheles gambiae	27057	CYP4H26 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E5; alternative detox probe for AG_DETOX_P131
DETOX_394_PI422610884	AGAP008552-RA	Anopheles gambiae	27057	CYP4H27 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E6
DETOX_395_PI422610884	AGAP008552-RA	Anopheles gambiae	27057	CYP4H27 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E6
DETOX_396_PI422610884	AGAP008552-RA	Anopheles gambiae	27057	CYP4H27 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E6; alternative detox probe for AG_DETOX_P132
DETOX_397_PI422610884	AGAP006049-RA	Anopheles gambiae	27057	CYP4J10 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E2
DETOX_398_PI422610884	AGAP006049-RA	Anopheles gambiae	27057	CYP4J10 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E2
DETOX_399_PI422610884	AGAP006049-RA	Anopheles gambiae	27057	CYP4J10 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E2; alternative detox probe for AG_DETOX_P133
DETOX_4_PI422610884	AGAP005639-RA	Anopheles gambiae	27057	ABCB2 - ABC transporter
DETOX_40_PI422610884	AGAP005110-RA	Anopheles gambiae	27057	Actincytosk - Actin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B5
DETOX_400_PI422610884	AGAP006048-RA	Anopheles gambiae	27057	CYP4J5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C16
DETOX_401_PI422610884	AGAP006048-RA	Anopheles gambiae	27057	CYP4J5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C16
DETOX_402_PI422610884	AGAP006048-RA	Anopheles gambiae	27057	CYP4J5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C16; alternative detox probe for AG_DETOX_P134
DETOX_403_PI422610884	AGAP006047-RA	Anopheles gambiae	27057	CYP4J9 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E21
DETOX_404_PI422610884	AGAP006047-RA	Anopheles gambiae	27057	CYP4J9 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E21
DETOX_405_PI422610884	AGAP006047-RA	Anopheles gambiae	27057	CYP4J9 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E21; alternative detox probe for AG_DETOX_P135
DETOX_406_PI422610884	AGAP002416-RA	Anopheles gambiae	27057	CYP4K2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E9
DETOX_407_PI422610884	AGAP002416-RA	Anopheles gambiae	27057	CYP4K2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E9
DETOX_408_PI422610884	AGAP002416-RA	Anopheles gambiae	27057	CYP4K2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E9; alternative detox probe for AG_DETOX_P136
DETOX_409_PI422610884	AGAP002862-RA	Anopheles gambiae	27057	CYP6AA1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E14
DETOX_41_PI422610884	AGAP005110-RA	Anopheles gambiae	27057	Actincytosk - Actin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B5
DETOX_410_PI422610884	AGAP002862-RA	Anopheles gambiae	27057	CYP6AA1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E14
DETOX_411_PI422610884	AGAP002862-RA	Anopheles gambiae	27057	CYP6AA1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E14; alternative detox probe for AG_DETOX_P137
DETOX_412_PI422610884	AGAP013128-RA	Anopheles gambiae	27057	CYP6AA2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E22
DETOX_413_PI422610884	AGAP013128-RA	Anopheles gambiae	27057	CYP6AA2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E22
DETOX_414_PI422610884	AGAP013128-RA	Anopheles gambiae	27057	CYP6AA2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E22; alternative detox probe for AG_DETOX_P138
DETOX_415_PI422610884	AGAP002870-RA	Anopheles gambiae	27057	CYP6AD1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E7
DETOX_416_PI422610884	AGAP002870-RA	Anopheles gambiae	27057	CYP6AD1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E7
DETOX_417_PI422610884	AGAP002870-RA	Anopheles gambiae	27057	CYP6AD1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E7; alternative detox probe for AG_DETOX_P139
DETOX_418_PI422610884	AGAP011029-RA	Anopheles gambiae	27057	CYP6AF1/2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M23
DETOX_419_PI422610884	AGAP011029-RA	Anopheles gambiae	27057	CYP6AF1/2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M23
DETOX_42_PI422610884	AGAP005110-RA	Anopheles gambiae	27057	Actincytosk - Actin; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B5; alternative detox probe for AG_DETOX_P014
DETOX_420_PI422610884	AGAP011029-RA	Anopheles gambiae	27057	CYP6AF1/2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M23; alternative detox probe for AG_DETOX_P140
DETOX_421_PI422610884	AGAP013128-RA	Anopheles gambiae	27057	CYP6AG1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I1
DETOX_422_PI422610884	AGAP013128-RA	Anopheles gambiae	27057	CYP6AG1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I1
DETOX_423_PI422610884	AGAP013128-RA	Anopheles gambiae	27057	CYP6AG1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I1; alternative detox probe for AG_DETOX_P141
DETOX_424_PI422610884	AGAP013511-RA	Anopheles gambiae	27057	CYP6AG2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E15
DETOX_425_PI422610884	AGAP013511-RA	Anopheles gambiae	27057	CYP6AG2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E15
DETOX_426_PI422610884	AGAP013511-RA	Anopheles gambiae	27057	CYP6AG2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E15; alternative detox probe for AG_DETOX_P142
DETOX_427_PI422610884	AGAP007480-RA	Anopheles gambiae	27057	CYP6AH1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E19
DETOX_428_PI422610884	AGAP007480-RA	Anopheles gambiae	27057	CYP6AH1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E19
DETOX_429_PI422610884	AGAP007480-RA	Anopheles gambiae	27057	CYP6AH1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E19; alternative detox probe for AG_DETOX_P143
DETOX_43_PI422610884	AGAP010499-RA	Anopheles gambiae	27057	"AD20590 - Alcohol dehydrogenae, in 5'UTR; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2H2"
DETOX_430_PI422610884	AGAP010966-RA	Anopheles gambiae	27057	CYP6AJ1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E4
DETOX_431_PI422610884	AGAP010966-RA	Anopheles gambiae	27057	CYP6AJ1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E4
DETOX_432_PI422610884	AGAP010966-RA	Anopheles gambiae	27057	CYP6AJ1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E4; alternative detox probe for AG_DETOX_P144
DETOX_433_PI422610884	AGAP010961-RA	Anopheles gambiae	27057	CYP6AK1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E23
DETOX_434_PI422610884	AGAP010961-RA	Anopheles gambiae	27057	CYP6AK1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E23
DETOX_435_PI422610884	AGAP010961-RA	Anopheles gambiae	27057	CYP6AK1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E23; alternative detox probe for AG_DETOX_P145
DETOX_436_PI422610884	AGAP008209-RA	Anopheles gambiae	27057	CYP6M1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F3
DETOX_437_PI422610884	AGAP008209-RA	Anopheles gambiae	27057	CYP6M1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F3
DETOX_438_PI422610884	AGAP008209-RA	Anopheles gambiae	27057	CYP6M1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F3; alternative detox probe for AG_DETOX_P146
DETOX_439_PI422610884	AGAP008212-RA	Anopheles gambiae	27057	CYP6M2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F13
DETOX_44_PI422610884	AGAP010499-RA	Anopheles gambiae	27057	"AD20590 - Alcohol dehydrogenae, in 5'UTR; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2H2"
DETOX_440_PI422610884	AGAP008212-RA	Anopheles gambiae	27057	CYP6M2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F13
DETOX_441_PI422610884	AGAP008212-RA	Anopheles gambiae	27057	CYP6M2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F13; alternative detox probe for AG_DETOX_P147
DETOX_442_PI422610884	AGAP008213-RA	Anopheles gambiae	27057	CYP6M3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F17
DETOX_443_PI422610884	AGAP008213-RA	Anopheles gambiae	27057	CYP6M3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F17
DETOX_444_PI422610884	AGAP008213-RA	Anopheles gambiae	27057	CYP6M3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F17; alternative detox probe for AG_DETOX_P148
DETOX_445_PI422610884	AGAP008214-RA	Anopheles gambiae	27057	CYP6M4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O11
DETOX_446_PI422610884	AGAP008214-RA	Anopheles gambiae	27057	CYP6M4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O11
DETOX_447_PI422610884	AGAP008214-RA	Anopheles gambiae	27057	CYP6M4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O11; alternative detox probe for AG_DETOX_P149
DETOX_448_PI422610884	AGAP008210-RA	Anopheles gambiae	27057	CYP6N1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M22
DETOX_449_PI422610884	AGAP008210-RA	Anopheles gambiae	27057	CYP6N1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M22
DETOX_45_PI422610884	AGAP010499-RA	Anopheles gambiae	27057	"AD20590 - Alcohol dehydrogenae, in 5'UTR; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2H2; alternative detox probe for AG_DETOX_P015"
DETOX_450_PI422610884	AGAP008210-RA	Anopheles gambiae	27057	CYP6N1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M22; alternative detox probe for AG_DETOX_P150
DETOX_451_PI422610884	AGAP008206-RA	Anopheles gambiae	27057	CYP6N2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F22
DETOX_452_PI422610884	AGAP008206-RA	Anopheles gambiae	27057	CYP6N2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F22
DETOX_453_PI422610884	AGAP008206-RA	Anopheles gambiae	27057	CYP6N2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F22; alternative detox probe for AG_DETOX_P151
DETOX_454_PI422610884	AGAP002868-RA	Anopheles gambiae	27057	CYP6P1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M3
DETOX_455_PI422610884	AGAP002868-RA	Anopheles gambiae	27057	CYP6P1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M3
DETOX_456_PI422610884	AGAP002868-RA	Anopheles gambiae	27057	CYP6P1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M3; alternative detox probe for AG_DETOX_P152
DETOX_457_PI422610884	AGAP002869-RA	Anopheles gambiae	27057	CYP6P2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O6
DETOX_458_PI422610884	AGAP002869-RA	Anopheles gambiae	27057	CYP6P2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O6
DETOX_459_PI422610884	AGAP002869-RA	Anopheles gambiae	27057	CYP6P2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O6; alternative detox probe for AG_DETOX_P153
DETOX_46_PI422610884	AGAP006926-RA	Anopheles gambiae	27057	AD28229 - Alcohol dehydrogenae; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2G2
DETOX_460_PI422610884	AGAP002865-RA	Anopheles gambiae	27057	CYP6P3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F12
DETOX_461_PI422610884	AGAP002865-RA	Anopheles gambiae	27057	CYP6P3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F12
DETOX_462_PI422610884	AGAP002865-RA	Anopheles gambiae	27057	CYP6P3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F12; alternative detox probe for AG_DETOX_P154
DETOX_463_PI422610884	AGAP002867-RA	Anopheles gambiae	27057	CYP6P4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M4
DETOX_464_PI422610884	AGAP002867-RA	Anopheles gambiae	27057	CYP6P4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M4
DETOX_465_PI422610884	AGAP002867-RA	Anopheles gambiae	27057	CYP6P4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M4; alternative detox probe for AG_DETOX_P155
DETOX_466_PI422610884	AGAP002866-RA	Anopheles gambiae	27057	CYP6P5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E3
DETOX_467_PI422610884	AGAP002866-RA	Anopheles gambiae	27057	CYP6P5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E3
DETOX_468_PI422610884	AGAP002866-RA	Anopheles gambiae	27057	CYP6P5 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E3; alternative detox probe for AG_DETOX_P156
DETOX_469_PI422610884	AGAP008205-RA	Anopheles gambiae	27057	CYP6R1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M15
DETOX_47_PI422610884	AGAP006926-RA	Anopheles gambiae	27057	AD28229 - Alcohol dehydrogenae; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2G2
DETOX_470_PI422610884	AGAP008205-RA	Anopheles gambiae	27057	CYP6R1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M15
DETOX_471_PI422610884	AGAP008205-RA	Anopheles gambiae	27057	CYP6R1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M15; alternative detox probe for AG_DETOX_P157
DETOX_472_PI422610884	AGAP008204-RA	Anopheles gambiae	27057	CYP6S1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M18
DETOX_473_PI422610884	AGAP008204-RA	Anopheles gambiae	27057	CYP6S1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M18
DETOX_474_PI422610884	AGAP008204-RA	Anopheles gambiae	27057	CYP6S1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M18; alternative detox probe for AG_DETOX_P158
DETOX_475_PI422610884	AGAP008203-RA	Anopheles gambiae	27057	CYP6S2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F18
DETOX_476_PI422610884	AGAP008203-RA	Anopheles gambiae	27057	CYP6S2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F18
DETOX_477_PI422610884	AGAP008203-RA	Anopheles gambiae	27057	CYP6S2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F18; alternative detox probe for AG_DETOX_P159
DETOX_478_PI422610884	AGAP008208-RA	Anopheles gambiae	27057	CYP6Y1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M14
DETOX_479_PI422610884	AGAP008208-RA	Anopheles gambiae	27057	CYP6Y1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M14
DETOX_48_PI422610884	AGAP006926-RA	Anopheles gambiae	27057	AD28229 - Alcohol dehydrogenae; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-2G2; alternative detox probe for AG_DETOX_P016
DETOX_480_PI422610884	AGAP008208-RA	Anopheles gambiae	27057	CYP6Y1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M14; alternative detox probe for AG_DETOX_P160
DETOX_481_PI422610884	AGAP008207-RA	Anopheles gambiae	27057	CYP6Y2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F9
DETOX_482_PI422610884	AGAP008207-RA	Anopheles gambiae	27057	CYP6Y2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F9
DETOX_483_PI422610884	AGAP008207-RA	Anopheles gambiae	27057	CYP6Y2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F9; alternative detox probe for AG_DETOX_P161
DETOX_484_PI422610884	AGAP008219-RA	Anopheles gambiae	27057	CYP6Z1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F4
DETOX_485_PI422610884	AGAP008219-RA	Anopheles gambiae	27057	CYP6Z1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F4
DETOX_486_PI422610884	AGAP008219-RA	Anopheles gambiae	27057	CYP6Z1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F4; alternative detox probe for AG_DETOX_P162
DETOX_487_PI422610884	AGAP008218-RA	Anopheles gambiae	27057	CYP6Z2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G5
DETOX_488_PI422610884	AGAP008218-RA	Anopheles gambiae	27057	CYP6Z2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G5
DETOX_489_PI422610884	AGAP008218-RA	Anopheles gambiae	27057	CYP6Z2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G5; alternative detox probe for AG_DETOX_P163
DETOX_49_PI422610884	AGAP003212-RA	Anopheles gambiae	27057	Adrenodoxin - Adrenodoxin reductase in P450 db
DETOX_490_PI422610884	AGAP008217-RA	Anopheles gambiae	27057	CYP6Z3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O18
DETOX_491_PI422610884	AGAP008217-RA	Anopheles gambiae	27057	CYP6Z3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O18
